车辆品牌,品牌,品牌属地,款式,车型,排量,手动/自动,版型,上牌时间,行驶里程（万公里）,现价（万元）,购车原价（万元）,保值率,里程分组,排量分组
哈弗H2,哈弗,中国,2014款,,1.5T,手动,两驱精英版,2014/10/1,2.2,7.9,11.3,0.7,小于10万,低级轿车
哈弗H2,哈弗,中国,2014款,,1.5T,手动,两驱精英版,2014/10/1,2.2,7.9,11.3,0.7,小于10万,低级轿车
长城C50,长城,中国,2012款,,1.5T,手动,精英版,2013/1/1,2.9,5.3,9.2,0.58,小于10万,低级轿车
哈弗H6,哈弗,中国,2013款,,1.5T,手动,两驱升级版精英型,2014/1/1,3.6,8.8,12.6,0.7,小于10万,低级轿车
绅宝D20-两厢,北汽,中国,2015款,,1.5L,自动,乐尚版,2015/2/1,0.2,5,7.6,0.66,小于10万,低级轿车
绅宝D20-两厢,北汽,中国,2015款,,1.5L,自动,乐尚版,2015/2/1,0.2,5,7.6,0.66,小于10万,低级轿车
绅宝D20-三厢,北汽,中国,2015款,,1.5L,自动,乐尚版,2016/4/1,0.5,6.2,7.7,0.81,小于10万,低级轿车
绅宝D20-三厢,北汽,中国,2015款,,1.5L,自动,乐尚版,2016/4/1,0.5,6.2,7.7,0.81,小于10万,低级轿车
比亚迪F3,BYD,外国,2013款,,1.5L,手动,豪华型,2014/1/1,0.7,5,7.3,0.68,小于10万,低级轿车
长城M4,长城,中国,2014款,,1.5L,手动,两驱舒适型,2014/9/1,1,4.95,7,0.71,小于10万,低级轿车
长城M4,长城,中国,2014款,,1.5L,手动,两驱舒适型,2014/9/1,1,4.95,7,0.71,小于10万,低级轿车
比亚迪G3R,BYD,外国,2011款,,1.5L,手动,尚雅型,2011/9/1,1.1,3,6.5,0.46,小于10万,低级轿车
福特翼搏,Ford,外国,2013款,翼搏,1.5L,双离合,尊贵型,2015/7/1,1.1,9.9,13.9,0.71,小于10万,低级轿车
福特翼搏,Ford,外国,2013款,翼搏,1.5L,双离合,尊贵型,2015/7/1,1.1,9.9,13.9,0.71,小于10万,低级轿车
开瑞K50,开瑞,中国,2015款,,1.5L,手动,标准型7座,2015/10/1,1.7,4.95,5.8,0.85,小于10万,低级轿车
奇瑞E5,奇瑞,中国,2014款,,1.5L,手动,优悦型,2013/5/1,1.9,3.98,7.1,0.56,小于10万,低级轿车
奇瑞E5,奇瑞,中国,2014款,,1.5L,手动,优悦型,2013/5/1,1.9,3.98,7.1,0.56,小于10万,低级轿车
绅宝D50,北汽,中国,2015款,,1.5L,手动,舒适超值导航版,2015/5/1,2.1,5.5,8.9,0.62,小于10万,低级轿车
绅宝D50,北汽,中国,2015款,,1.5L,手动,舒适超值导航版,2015/5/1,2.1,5.5,8.9,0.62,小于10万,低级轿车
福特嘉年华,Ford,外国,2009款,嘉年华-两厢,1.5L,自动,运动型,2010/4/1,2.3,6.5,11.8,0.55,小于10万,低级轿车
五菱宏光S,五菱,中国,2015款,宏光S,1.5L,手动,基本型5座,2015/1/1,2.3,4.5,5.6,0.8,小于10万,低级轿车
日产玛驰,Nissan,外国,2011款,玛驰,1.5L,手动,XL 酷动Sporty版,2011/10/1,2.4,3.6,8,0.45,小于10万,低级轿车
日产玛驰,Nissan,外国,2011款,玛驰,1.5L,手动,XL 酷动Sporty版,2011/10/1,2.4,3.6,8,0.45,小于10万,低级轿车
福特嘉年华,Ford,外国,2013款,嘉年华-两厢,1.5L,手动,风尚型,2013/11/1,2.5,5.5,8.7,0.63,小于10万,低级轿车
福特嘉年华,Ford,外国,2013款,嘉年华-两厢,1.5L,手动,风尚型,2013/11/1,2.5,5.5,8.7,0.63,小于10万,低级轿车
五菱宏光S,五菱,中国,2013款,,1.5L,手动,舒适型7-8座,2013/10/1,2.7,3.98,7.1,0.56,小于10万,低级轿车
五菱宏光S,五菱,中国,2013款,,1.5L,手动,舒适型7-8座,2013/10/1,2.7,3.98,7.1,0.56,小于10万,低级轿车
福特翼搏,Ford,外国,2013款,翼搏,1.5L,双离合,尊贵型,2014/5/1,2.8,9.3,13.9,0.67,小于10万,低级轿车
奇瑞E3,奇瑞,中国,2015款,,1.5L,,实尚版,2015/1/1,2.8,4.7,7,0.67,小于10万,低级轿车
奇瑞E3,奇瑞,中国,2015款,,1.5L,手动,实尚版,2015/1/1,2.8,4.7,7,0.67,小于10万,低级轿车
奇瑞旗云,奇瑞,中国,2008款,,1.5L,手动,豪华版,2009/10/1,2.9,1.95,6.1,0.32,小于10万,低级轿车
奇瑞旗云,奇瑞,中国,2008款,,1.5L,手动,豪华版,2009/10/1,2.9,1.95,6.1,0.32,小于10万,低级轿车
东南V3菱悦,东南,中国,2009款,,1.5L,手动,旗舰升级版,2009/11/1,3.1,2.8,7.8,0.36,小于10万,低级轿车
荣威350S,荣威,中国,2011款,,1.5L,手动,讯驰版,2013/4/1,3.1,4.98,9.7,0.51,小于10万,低级轿车
荣威350S,荣威,中国,2011款,,1.5L,手动,讯驰版,2013/4/1,3.1,4.98,9.7,0.51,小于10万,低级轿车
长城M4,长城,中国,2012款,,1.5L,手动,两驱豪华版,2013/5/1,3.1,4.7,7.4,0.64,小于10万,低级轿车
北京E系列,Hyundai,外国,2014款,,1.5L,手动,乐天版,2014/7/1,3.3,3.8,6.7,0.57,小于10万,低级轿车
北京E系列,Hyundai,外国,2014款,,1.5L,手动,乐天版,2014/7/1,3.3,3.8,6.7,0.57,小于10万,低级轿车
威旺M20,北汽,中国,2014款,,1.5L,手动,舒适型,2014/12/1,3.5,3.2,5.6,0.57,小于10万,低级轿车
威旺M20,北汽,中国,2014款,,1.5L,手动,舒适型,2014/12/1,3.5,3.2,5.6,0.57,小于10万,低级轿车
铃木雨燕,铃木,中国,2011款,,1.5L,自动,运动版,2012/8/1,3.6,4.5,10,0.45,小于10万,低级轿车
长安商用欧诺,长安,中国,2014款,,1.5L,手动,豪华型7-8座,2014/12/1,3.9,4,6.6,0.61,小于10万,低级轿车
长安商用欧诺,长安,中国,2014款,,1.5L,手动,豪华型7-8座,2014/12/1,3.9,4,6.6,0.61,小于10万,低级轿车
江淮和悦,江淮,中国,2012款,,1.5L,手动,豪华运动型,2013/1/1,4.2,4,7.7,0.52,小于10万,低级轿车
五菱宏光,五菱,中国,2015款,宏光S1,1.5L,手动,舒适型5座,2015/3/1,4.2,5.3,7.1,0.75,小于10万,低级轿车
奇瑞风云2-两厢,奇瑞,中国,2010款,,1.5L,手动,进取版,2011/7/1,4.3,2.8,6.1,0.46,小于10万,低级轿车
长安商用欧诺,长安,中国,2012款,,1.5L,手动,运动精英型,2012/10/1,4.4,2.8,6.1,0.46,小于10万,低级轿车
长安商用欧诺,长安,中国,2012款,,1.5L,手动,运动精英型,2012/10/1,4.4,2.8,6.1,0.46,小于10万,低级轿车
五菱宏光S,五菱,中国,2014款,,1.5L,手动,舒适型7-8座,2014/7/1,4.9,4.4,7.1,0.62,小于10万,低级轿车
五菱宏光S,五菱,中国,2014款,,1.5L,手动,舒适型7-8座,2014/7/1,4.9,4.4,7.1,0.62,小于10万,低级轿车
绅宝D50,北汽,中国,2014款,,1.5L,手动,舒适版,2015/1/1,5.1,4.8,8.9,0.54,小于10万,低级轿车
绅宝D50,北汽,中国,2014款,,1.5L,手动,舒适版,2015/1/1,5.1,4.8,8.9,0.54,小于10万,低级轿车
长城M4,长城,中国,2012款,,1.5L,手动,两驱豪华版,2013/1/1,5.1,4.5,7.4,0.61,小于10万,低级轿车
长城M4,长城,中国,2012款,,1.5L,手动,两驱豪华版,2013/1/1,5.1,4.5,7.4,0.61,小于10万,低级轿车
比亚迪F3,BYD,外国,2011款,,1.5L,手动,白金版GL-I 舒适型,2011/11/1,5.3,2.5,5.7,0.44,小于10万,低级轿车
长安商用欧诺,长安,中国,2012款,,1.5L,手动,运动精英型,2012/10/1,5.5,3,6.1,0.49,小于10万,低级轿车
长安商用欧诺,长安,中国,2012款,,1.5L,手动,运动精英型,2012/10/1,5.5,3,6.1,0.49,小于10万,低级轿车
铃木雨燕,铃木,中国,2008款,,1.5L,手动,冬恋炫锐限量版,2008/10/1,5.7,2.75,9,0.31,小于10万,低级轿车
日产玛驰,Nissan,外国,2010款,玛驰,1.5L,自动,XL 易炫版,2010/12/1,6,4,9.1,0.44,小于10万,低级轿车
长安商用欧诺,长安,中国,2012款,,1.5L,手动,运动精英型,2013/7/1,6,4,6.1,0.66,小于10万,低级轿车
华普海景,华普,中国,2010款,,1.5L,手动,基本版,2010/7/1,6.5,1.99,6.9,0.29,小于10万,低级轿车
华普海景,华普,中国,2010款,,1.5L,手动,基本版,2010/7/1,6.5,1.99,6.9,0.29,小于10万,低级轿车
长城C30,长城,中国,2010款,,1.5L,手动,豪华版,2010/11/1,6.5,3.1,7.2,0.43,小于10万,低级轿车
长城C30,长城,中国,2010款,,1.5L,手动,豪华版,2010/11/1,6.5,3.1,7.2,0.43,小于10万,低级轿车
东南V3菱悦,东南,中国,2014款,,1.5L,手动,亲民版,2014/1/1,6.7,3.8,6.2,0.61,小于10万,低级轿车
北京E系列,Hyundai,外国,2014款,,1.5L,手动,乐天版,2014/11/1,6.8,3.5,6.7,0.52,小于10万,低级轿车
北京E系列,Hyundai,外国,2014款,,1.5L,手动,乐天版,2014/11/1,6.8,3.5,6.7,0.52,小于10万,低级轿车
东南V3菱悦,东南,中国,2011款,,1.5L,手动,豪华版,2011/8/1,7.2,3.3,7.5,0.44,小于10万,低级轿车
东南V3菱悦,东南,中国,2011款,,1.5L,手动,豪华版,2011/8/1,7.2,3.3,7.5,0.44,小于10万,低级轿车
马自达2,Mazda,外国,2008款,2劲翔,1.5L,自动,时尚版,2010/2/1,7.4,4.2,11.1,0.38,小于10万,低级轿车
马自达2,Mazda,外国,2008款,2劲翔,1.5L,自动,时尚版,2010/2/1,7.4,4.2,11.1,0.38,小于10万,低级轿车
长城M2,长城,中国,2012款,,1.5L,手动,两驱都市版,2012/7/1,7.6,4.5,7.4,0.61,小于10万,低级轿车
东南V3菱悦,东南,中国,2012款,,1.5L,手动,幸福版,2012/4/1,7.9,3.3,6.5,0.51,小于10万,低级轿车
东南V3菱悦,东南,中国,2012款,,1.5L,手动,幸福版,2012/4/1,7.9,3.3,6.5,0.51,小于10万,低级轿车
比亚迪F3,BYD,外国,2012款,,1.5L,手动,GL-I 标准型,2012/8/1,8,2.65,6.2,0.43,小于10万,低级轿车
比亚迪F3,BYD,外国,2012款,,1.5L,手动,GL-i标准型,2012/8/1,8,2.65,6.2,0.43,小于10万,低级轿车
福特翼搏,Ford,外国,2013款,翼搏,1.5L,双离合,尊贵型,2013/7/1,8.1,8.5,13.9,0.61,小于10万,低级轿车
福特翼搏,Ford,外国,2013款,翼搏,1.5L,双离合,尊贵型,2013/7/1,8.1,8.5,13.9,0.61,小于10万,低级轿车
吉利英伦SC7,吉利,中国,2010款,,1.5L,手动,基本型,2010/11/1,8.7,2.3,6.9,0.33,小于10万,低级轿车
比亚迪L3,BYD,外国,2012款,,1.5L,手动,舒适型,2012/7/1,9,2.95,6.5,0.45,小于10万,低级轿车
比亚迪L3,BYD,外国,2012款,,1.5L,手动,舒适型,2012/7/1,9,2.95,6.5,0.45,小于10万,低级轿车
东南V3菱悦,东南,中国,2008款,,1.5L,手动,旗舰版,2009/9/1,9.1,3,7.7,0.39,小于10万,低级轿车
本田锋范,Honda,外国,2009款,锋范,1.5L,自动,精英版,2010/12/1,9.1,5.6,12.7,0.44,小于10万,低级轿车
本田锋范,Honda,外国,2009款,锋范,1.5L,自动,精英版,2010/12/1,9.1,5.6,12.7,0.44,小于10万,低级轿车
东南V3菱悦,东南,中国,2012款,,1.5L,手动,亲民版豪华版,2012/10/1,9.1,3.25,6.9,0.47,小于10万,低级轿车
东南V3菱悦,东南,中国,2012款,,1.5L,手动,亲民版豪华版,2012/10/1,9.1,3.25,6.9,0.47,小于10万,低级轿车
奇瑞旗云,奇瑞,中国,2008款,,1.5L,手动,豪华版,2009/3/1,10,1.6,6.1,0.26,大于或等于10万,低级轿车
奇瑞旗云,奇瑞,中国,2008款,,1.5L,手动,豪华版,2009/3/1,10,1.6,6.1,0.26,大于或等于10万,低级轿车
奇瑞风云2-两厢,奇瑞,中国,2010款,,1.5L,手动,豪华版,2010/11/1,10,3.2,6.4,0.5,大于或等于10万,低级轿车
长安悦翔-三厢,长安,中国,2009款,,1.5L,手动,豪华版,2010/12/1,10.1,2.6,6.4,0.41,大于或等于10万,低级轿车
长城M2,长城,中国,2010款,,1.5L,手动,两驱豪华版,2010/4/1,10.2,2.9,7.2,0.4,大于或等于10万,低级轿车
长城M2,长城,中国,2010款,,1.5L,手动,两驱豪华版,2010/4/1,10.2,2.9,7.2,0.4,大于或等于10万,低级轿车
本田锋范,Honda,外国,2009款,锋范,1.5L,手动,舒适版,2009/10/1,11.2,4.3,10.5,0.41,大于或等于10万,低级轿车
本田锋范,Honda,外国,2009款,锋范,1.5L,手动,舒适版,2009/10/1,11.2,4.3,10.5,0.41,大于或等于10万,低级轿车
吉利帝豪EC7-RV,吉利,中国,2010款,,1.5L,手动,尊贵型,2011/9/1,11.6,3.55,9.6,0.37,大于或等于10万,低级轿车
吉利帝豪EC7-RV,吉利,中国,2010款,,1.5L,手动,尊贵型,2011/9/1,11.6,3.55,9.6,0.37,大于或等于10万,低级轿车
东南V3菱悦,东南,中国,2011款,,1.5L,手动,舒适版,2012/1/1,11.6,3.2,7,0.46,大于或等于10万,低级轿车
东南V3菱悦,东南,中国,2011款,,1.5L,手动,舒适版,2012/1/1,11.6,3.2,7,0.46,大于或等于10万,低级轿车
比亚迪F3,BYD,外国,2009款,,1.5L,手动,新白金版,2009/12/1,12,2.2,6.5,0.34,大于或等于10万,低级轿车
北京E系列,Hyundai,外国,2012款,,1.5L,自动,乐尚版,2013/1/1,12.7,3.7,8.2,0.45,大于或等于10万,低级轿车
北京E系列,Hyundai,外国,2012款,,1.5L,自动,乐尚版,2013/1/1,12.7,3.7,8.2,0.45,大于或等于10万,低级轿车
奇瑞A5,奇瑞,中国,2009款,,1.5L,手动,华贵版,2010/3/1,13.1,1.8,7,0.26,大于或等于10万,低级轿车
奇瑞A5,奇瑞,中国,2009款,,1.5L,手动,华贵版,2010/3/1,13.1,1.8,7,0.26,大于或等于10万,低级轿车
比亚迪F3,BYD,外国,2009款,,1.5L,手动,智能白金版 Navi 智能型,2009/5/1,13.4,1.8,9.4,0.19,大于或等于10万,低级轿车
比亚迪F3,BYD,外国,2009款,,1.5L,手动,智能白金版Navi 智能型,2009/5/1,13.4,1.8,9.4,0.19,大于或等于10万,低级轿车
本田锋范,Honda,外国,2009款,锋范,1.5L,自动,精英版,2009/2/1,15,5.5,12.7,0.43,大于或等于10万,低级轿车
大众高尔夫,Volkswagen,外国,2015款,Golf Sportsvan,1.4TSI,双离合,(进口),2015/4/1,0.2,20.3,27.3,0.74,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2015款,Golf Sportsvan,1.4TSI,双离合,(进口),2015/4/1,0.2,20.3,27.3,0.74,小于10万,低级轿车
大众甲壳虫,Volkswagen,外国,2013款,甲壳虫,1.4TSI,双离合,豪华型(进口),2013/3/1,1.5,16.5,32.5,0.51,小于10万,低级轿车
大众甲壳虫,Volkswagen,外国,2013款,甲壳虫,1.4TSI,双离合,豪华型(进口),2013/3/1,1.5,16.5,32.5,0.51,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2013/1/1,1.7,11,16.4,0.67,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2014款,高尔夫7,1.4TSI,双离合,旗舰型,2014/12/1,1.8,14.8,19.9,0.74,小于10万,低级轿车
大众途安,Volkswagen,外国,2013款,途安,1.4TSI,双离合,7座豪华睿智版,2014/7/1,2.2,15.2,22.1,0.69,小于10万,低级轿车
大众尚酷,Volkswagen,外国,2011款,尚酷,1.4TSI,双离合,单增压版(进口),2014/8/1,2.4,15.8,25.6,0.62,小于10万,低级轿车
大众速腾,Volkswagen,外国,2012款,速腾,1.4TSI,双离合,豪华版,2012/4/1,2.5,9.9,18.2,0.54,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2012/7/1,2.6,9.8,16.4,0.6,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2012/7/1,2.6,9.8,16.4,0.6,小于10万,低级轿车
大众途安,Volkswagen,外国,2013款,途安,1.4TSI,手动,5座舒适版,2014/11/1,2.6,11.8,18.2,0.65,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,双离合,豪华型(改款),2015/1/1,2.7,13.5,18.2,0.74,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,双离合,豪华型(改款),2015/1/1,2.7,13.5,18.2,0.74,小于10万,低级轿车
大众速腾,Volkswagen,外国,2012款,速腾,1.4TSI,双离合,豪华版,2012/12/1,2.9,11,18.2,0.6,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2015款,高尔夫7,1.4TSI,手动,舒适型,2015/8/1,3.2,11.5,15.3,0.75,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2015款,高尔夫7,1.4TSI,手动,舒适型,2015/8/1,3.2,11.5,15.3,0.75,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,双离合,豪华型(改款),2015/1/1,3.2,13.78,18.2,0.76,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,双离合,豪华型(改款),2015/1/1,3.2,13.78,18.2,0.76,小于10万,低级轿车
大众途安,Volkswagen,外国,2011款,途安,1.4TSI,双离合,5座智臻版,2012/11/1,3.3,11.5,21,0.55,小于10万,低级轿车
大众途安,Volkswagen,外国,2011款,途安,1.4TSI,双离合,5座智臻版,2012/11/1,3.3,11.5,21,0.55,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2011款,Cross Golf,1.4TSI,双离合,,2012/9/1,3.4,15,30.8,0.49,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,豪华版,2012/10/1,3.5,11,18.2,0.6,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2011款,高尔夫 旅行车,1.4TSI,双离合,舒适版(进口),2012/11/1,3.6,13.6,26,0.52,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2011款,高尔夫 旅行车,1.4TSI,双离合,舒适版(进口),2012/11/1,3.6,13.6,26,0.52,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2014/3/1,3.6,10.7,16.4,0.65,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2014/3/1,3.6,10.7,16.4,0.65,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2014/3/1,3.6,10.7,16.4,0.65,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,双离合,豪华型(改款),2015/1/1,3.6,12.8,18.2,0.7,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,双离合,豪华型(改款),2015/1/1,3.6,12.8,18.2,0.7,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,双离合,豪华型,2014/5/1,3.6,13,18.2,0.71,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,双离合,豪华型,2014/5/1,3.6,13,18.2,0.71,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2013/6/1,3.9,10.8,16.4,0.66,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2011款,高尔夫6,1.4TSI,双离合,豪华版,2011/4/1,4.2,9.5,18.1,0.52,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2011款,高尔夫6,1.4TSI,双离合,豪华版,2011/4/1,4.2,9.5,18.1,0.52,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2011款,高尔夫6,1.4TSI,双离合,舒适版,2011/11/1,4.2,9.2,16.3,0.56,小于10万,低级轿车
大众途安,Volkswagen,外国,2013款,途安,1.4TSI,双离合,5座豪华璀璨版,2013/8/1,4.2,13.5,22.2,0.61,小于10万,低级轿车
大众途安,Volkswagen,外国,2011款,途安,1.4TSI,手动,5座智雅版,2012/5/1,4.2,11,17.9,0.61,小于10万,低级轿车
斯柯达明锐,Skoda,外国,2014款,明锐,1.4TSI,双离合,逸致版,2014/1/1,4.5,9.6,16,0.6,小于10万,低级轿车
斯柯达明锐,Skoda,外国,2014款,明锐,1.4TSI,双离合,逸致版,2014/1/1,4.5,9.6,16,0.6,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2013款,Cross Golf,1.4TSI,双离合,(进口),2014/3/1,4.6,16.6,30.8,0.54,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2013款,Cross,1.4TSI,双离合,,2014/3/1,4.6,16.6,30.8,0.54,小于10万,低级轿车
大众尚酷,Volkswagen,外国,2011款,尚酷,1.4TSI,双离合,舒适版(进口),2012/11/1,4.6,16.5,29.5,0.56,小于10万,低级轿车
大众速腾,Volkswagen,外国,2012款,速腾,1.4TSI,双离合,时尚版,2013/7/1,4.6,10.7,16.9,0.63,小于10万,低级轿车
大众速腾,Volkswagen,外国,2012款,速腾,1.4TSI,双离合,时尚版,2013/7/1,4.6,10.7,16.9,0.63,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2012/10/1,4.7,9.5,16.4,0.58,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2012/10/1,4.7,9.5,16.4,0.58,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,手动,豪华型,2014/4/1,4.7,11.2,16.7,0.67,小于10万,低级轿车
大众速腾,Volkswagen,外国,2014款,速腾,1.4TSI,手动,豪华型,2014/4/1,4.7,11.2,16.7,0.67,小于10万,低级轿车
大众迈腾,Volkswagen,外国,2011款,迈腾,1.4TSI,双离合,精英版,2011/7/1,5.3,10.98,22.1,0.5,小于10万,低级轿车
大众迈腾,Volkswagen,外国,2011款,迈腾,1.4TSI,双离合,精英版,2011/7/1,5.3,10.98,22.1,0.5,小于10万,低级轿车
大众途安,Volkswagen,外国,2013款,途安,1.4TSI,手动,5座风尚版,2013/12/1,5.3,10.2,16.3,0.63,小于10万,低级轿车
大众途安,Volkswagen,外国,2013款,途安,1.4TSI,手动,5座风尚版,2013/12/1,5.3,10.2,16.3,0.63,小于10万,低级轿车
大众速腾,Volkswagen,外国,2010款,速腾,1.4TSI,手动,技术版,2010/4/1,5.4,8,16.2,0.49,小于10万,低级轿车
大众速腾,Volkswagen,外国,2012款,速腾,1.4TSI,双离合,豪华版,2012/8/1,5.4,10.5,18.2,0.58,小于10万,低级轿车
大众速腾,Volkswagen,外国,2012款,速腾,1.4TSI,双离合,豪华版,2012/8/1,5.4,10.5,18.2,0.58,小于10万,低级轿车
大众宝来,Volkswagen,外国,2011款,宝来,1.4TSI,双离合,舒适版,2010/10/1,5.8,6.5,15.5,0.42,小于10万,低级轿车
大众宝来,Volkswagen,外国,2011款,宝来,1.4TSI,双离合,舒适版,2010/10/1,5.8,6.5,15.5,0.42,小于10万,低级轿车
大众迈腾,Volkswagen,外国,2011款,迈腾,1.4TSI,双离合,标准版,2010/11/1,5.9,10.3,21,0.49,小于10万,低级轿车
大众迈腾,Volkswagen,外国,2011款,迈腾,1.4TSI,双离合,标准版,2010/11/1,5.9,10.3,21,0.49,小于10万,低级轿车
大众速腾,Volkswagen,外国,2012款,速腾,1.4TSI,双离合,豪华版,2012/9/1,6,10.8,18.2,0.59,小于10万,低级轿车
大众速腾,Volkswagen,外国,2012款,速腾,1.4TSI,双离合,豪华版,2012/9/1,6,10.8,18.2,0.59,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2012款,高尔夫6,1.4TSI,双离合,舒适版,2013/5/1,6.1,10.3,16.4,0.63,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2013款,Cross Golf,1.4TSI,双离合,(进口),2013/10/1,6.5,16,30.8,0.52,小于10万,低级轿车
斯柯达昊锐,Skoda,外国,2012款,昊锐,1.4TSI,双离合,优雅版,2013/8/1,6.5,12,21.7,0.55,小于10万,低级轿车
斯柯达昊锐,Skoda,外国,2012款,昊锐,1.4TSI,双离合,优雅版,2013/8/1,6.5,12,21.7,0.55,小于10万,低级轿车
大众速腾,Volkswagen,外国,2010款,速腾,1.4TSI,双离合,豪华版,2011/1/1,6.9,8,18.4,0.43,小于10万,低级轿车
大众速腾,Volkswagen,外国,2010款,速腾,1.4TSI,双离合,豪华版,2011/1/1,6.9,8,18.4,0.43,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2011款,高尔夫 旅行车,1.4TSI,双离合,舒适版(进口),2012/2/1,6.9,12.6,26,0.48,小于10万,低级轿车
大众高尔夫,Volkswagen,外国,2011款,高尔夫 旅行车,1.4TSI,双离合,舒适版(进口),2012/2/1,6.9,12.6,26,0.48,小于10万,低级轿车
大众迈腾,Volkswagen,外国,2011款,迈腾,1.4TSI,双离合,精英版,2011/8/1,7,10.5,22.1,0.48,小于10万,低级轿车
大众迈腾,Volkswagen,外国,2011款,迈腾,1.4TSI,双离合,精英版,2011/8/1,7,10.5,22.1,0.48,小于10万,低级轿车
